,SUBJECT,CATALOG_NBR,DESCR,COMPLETED HEADCOUNT,TOTAL HEADCOUNT,A_COUNT,B_COUNT,C_COUNT,D_COUNT,S_COUNT,P_COUNT,N_COUNT,F_COUNT,W_COUNT
957,EPSY,5657,Intervention Behavior Problems,36,36,33,3,0,0,0,0,0,0,0
958,EPSY,5661,Intro Autism Spectrum Disorder,19,19,16,2,1,0,0,0,0,0,0
959,EPSY,5663,Assessment & Intervention ASD,21,21,19,2,0,0,0,0,0,0,0
960,EPSY,5704,SpEd Practicum: Mid/Secondary,21,22,0,0,0,0,20,0,1,0,1
961,EPSY,5802,History & Sci Bases of Psych,15,15,12,2,0,0,0,0,0,1,0
962,EPSY,8118,Advanced Cognitive Psychology,12,13,11,1,0,0,0,0,0,0,1
963,EPSY,8251,Statistical Methods in Educ I,55,56,52,2,0,0,1,0,0,0,1
964,EPSY,8264,AdvMult RegAnalysis,22,23,20,1,0,0,1,0,0,0,1
965,EPSY,8268,HLM in Educ Research,13,16,10,2,0,0,1,0,0,0,3
966,EPSY,8282,Stat Analysis Longitudinl Data,13,13,6,6,1,0,0,0,0,0,0
967,EPSY,8405,"CareerDev:Thry,Skills,Cnseling",30,30,25,5,0,0,0,0,0,0,0
968,EPSY,8503,Couns Prac I,15,15,14,1,0,0,0,0,0,0,0
969,EPSY,8822,Research in School Psychology,11,11,7,4,0,0,0,0,0,0,0
970,ESCI,1007,From Microbes to Mammoths,236,248,52,104,38,6,22,0,6,8,12
971,ESCI,1012,Natural Hazards and Disasters,64,70,16,27,9,3,9,0,0,0,6
972,ESCI,1101,Introduction to Geology,139,146,75,40,13,2,4,0,0,5,7
973,ESCI,1106,Oceanography,17,17,5,6,3,2,1,0,0,0,0
974,ESCI,1902,Geology of Minnesota,21,21,13,7,0,0,1,0,0,0,0
975,ESCI,2201,Solid Earth Dynamics,122,126,38,52,30,0,0,0,0,2,4
976,ESCI,2301,Mineralogy,41,41,13,23,5,0,0,0,0,0,0
977,ESCI,3202,Fluid Earth Dynamics,51,51,18,18,15,0,0,0,0,0,0
978,ESCI,3303W,Geochem Principles,19,19,9,8,0,0,1,0,0,1,0
979,ESCI,4203,Environmental Geophysics,22,22,0,16,6,0,0,0,0,0,0
980,ESCI,4501,Structural Geology,20,21,9,8,2,0,0,0,0,1,1
981,ESCI,5353,Electron Microprobe,12,12,9,2,1,0,0,0,0,0,0
982,ESL, 130,High Beginning Oral Skills,10,10,0,0,0,0,7,0,3,0,0
983,ESL, 310,Advanced Grammar,17,17,0,0,0,0,14,0,3,0,0
984,ESL, 320,Adv Reading & Composition,18,19,0,0,0,0,17,0,1,0,1
985,ESL, 330,Advanced Oral Skills,19,19,0,0,0,0,18,0,1,0,0
986,ESL, 420,High Adv Reading & Composition,14,14,0,0,0,0,10,0,4,0,0
987,ESL, 430,High Adv Oral Skills,14,14,0,0,0,0,9,0,5,0,0
988,ESL, 900,Current Issues in the Media,23,23,0,0,0,0,19,0,4,0,0
989,ESL, 902,Academic Skills,28,28,0,0,0,0,24,0,4,0,0
990,ESL,3001,Integrated Skills Acad English,16,17,3,7,1,0,3,0,0,2,1
991,ESL,3102,Engl Grammar for Acad Purposes,17,17,5,3,1,0,6,0,1,1,0
992,ESL,3202,Academic Reading & Composition,64,64,44,14,0,0,6,0,0,0,0
993,ESL,3402,Research Writing,40,42,17,10,2,0,11,0,0,0,2
994,ESL,3551,English Pronunciation,12,12,7,2,0,0,3,0,0,0,0
995,ESL,5008,Speaking for Prof Settings,16,16,3,3,2,0,8,0,0,0,0
996,ESL,5302,Academic Writing,25,25,7,9,2,0,7,0,0,0,0
997,ESPM,1001,Freshmen Orientation to ESPM,56,58,51,4,0,0,0,0,0,1,2
998,ESPM,1002,Transfer Orientation Seminar,52,54,30,16,6,0,0,0,0,0,2
999,ESPM,1011,Issues in the Environment,728,760,208,340,100,20,20,0,0,40,32
1000,ESPM,1425,Intro to Weather and Climate,17,18,3,5,6,0,3,0,0,0,1
1001,ESPM,2401,Environmental Education,20,21,9,9,2,0,0,0,0,0,1
1002,ESPM,3000,Sem on Current Issues for ESPM,40,41,34,4,0,2,0,0,0,0,1
1003,ESPM,3011W,Ethics in Natural Resources,71,71,61,5,5,0,0,0,0,0,0
1004,ESPM,3108,Ecology of Managed Systems,73,75,28,31,10,2,0,0,0,2,2
1005,ESPM,3245,Sustain Land Use Plng&Policy,86,88,38,36,10,0,0,0,0,2,2
1006,ESPM,3251,NR in Sustain Int'l Developmnt,30,31,12,14,4,0,0,0,0,0,1
1007,ESPM,3271,Envmntl Policy Law & Hum Behav,86,89,31,47,4,1,0,0,0,3,3
1008,ESPM,3601,Sustain Hsg-Comm Environ Tech,52,58,29,18,3,0,0,0,0,2,6
1009,ESPM,3603,Environmental Life Cycle Anlys,46,47,35,6,4,0,0,0,0,1,1
1010,ESPM,3604,Env Mgmt Systems & Strategy,30,31,24,3,1,1,0,0,0,1,1
1011,ESPM,3612W,Soil & Environmental Biology,23,24,7,11,4,1,0,0,0,0,1
1012,ESPM,4061W,Water Quality & Natural Resour,28,30,21,5,1,0,0,0,0,1,2
1013,ESPM,4096,PEP:Internship,63,63,58,5,0,0,0,0,0,0,0
1014,ESPM,4216,Contaminant Hydrology,16,16,10,6,0,0,0,0,0,0,0
1015,ESPM,4242,Mthds: Envir/Nat Res Pol Anlys,34,34,28,5,0,0,0,0,0,1,0
1016,ESPM,5071,Ecol Restoration,20,23,9,6,5,0,0,0,0,0,3
1017,FDSY,1016W,Urban Ag in the Twin Cities,19,19,8,8,2,1,0,0,0,0,0
1018,FDSY,1903,Guide to the food system,19,19,14,3,1,1,0,0,0,0,0
1019,FIN,1003,Intermediate Finnish I,11,12,6,4,1,0,0,0,0,0,1
1020,FINA,3001,Finance Fundamentals,429,439,119,203,103,0,0,0,0,4,10
1021,FINA,3001H,Honors: Finance Fundamentals,30,30,24,6,0,0,0,0,0,0,0
1022,FINA,4121,Financial Markets,199,200,97,87,14,1,0,0,0,0,1
1023,FINA,4221,Prin of Corporate Finance,196,200,71,113,12,0,0,0,0,0,4
1024,FINA,4242W,Corporate Investment Decisions,70,71,28,40,2,0,0,0,0,0,1
1025,FINA,4321,Portfolio Mgmt,206,208,120,80,4,1,0,0,0,1,2
1026,FINA,4329,Security Analysis Capstone,22,22,9,13,0,0,0,0,0,0,0
1027,FINA,4422,Financial Modeling,191,192,66,107,18,0,0,0,0,0,1
1028,FINA,4522,Options & Derivatives I,193,195,69,119,4,1,0,0,0,0,2
1029,FINA,4621,The Global Economy (Macro),114,115,59,53,2,0,0,0,0,0,1
1030,FINA,4622,International Finance,102,104,51,51,0,0,0,0,0,0,2
1031,FINA,4920,Finance Topics,47,47,18,28,1,0,0,0,0,0,0
1032,FINA,6241,Financial Decisions,52,52,34,18,0,0,0,0,0,0,0
1033,FINA,6242,Adv Corp Financial Decisions,31,31,22,9,0,0,0,0,0,0,0
1034,FINA,6321,Portfolio Analysis,26,26,16,10,0,0,0,0,0,0,0
1035,FINA,6323,Adv. Financial Modeling,22,22,13,9,0,0,0,0,0,0,0
1036,FINA,6341,World Economy,38,38,22,15,0,0,0,0,0,1,0
1037,FM,5001,Preparation Financial  Math I,11,11,5,5,1,0,0,0,0,0,0
1038,FM,5011,Math background for Finance I,35,35,10,17,7,1,0,0,0,0,0
1039,FM,5021,Math Theory Applied Finance I,36,36,24,12,0,0,0,0,0,0,0
1040,FM,5031,Practitioner's Finance I,102,102,48,42,9,0,0,0,0,3,0
1041,FM,5091,Computation in Finance I,22,22,18,3,1,0,0,0,0,0,0
1042,FNRM,1001,Orientation/Information System,60,60,44,8,6,0,0,0,0,2,0
1043,FNRM,1101,Dendro: Id Forest Trees/Shrubs,80,86,35,36,9,0,0,0,0,0,6
1044,FNRM,3104,Forest Ecology,67,68,34,29,4,0,0,0,0,0,1
1045,FNRM,3114,Hydrology and Watershed Mgmt,78,78,22,41,13,1,0,0,0,1,0
1046,FNRM,3131,GIS for Natural Resources,278,300,186,50,36,0,0,0,0,6,22
1047,FNRM,3204,Landscape Ecology & Mgmt,17,19,12,4,1,0,0,0,0,0,2
1048,FNRM,3262,Rem Sen&Geo Ana Nat Res&Env,29,30,12,13,3,0,0,0,0,1,1
1049,FNRM,3411,Manage Forest Eco Silviculture,30,30,26,4,0,0,0,0,0,0,0
1050,FNRM,5114,Hydrology and Watershed Mgmt,10,11,9,0,1,0,0,0,0,0,1
1051,FNRM,5131,GIS for Natural Resources,24,24,20,0,0,0,0,0,0,4,0
1052,FNRM,5259,Visitor Behavior Analysis,25,26,9,11,3,1,0,0,0,1,1
1053,FNRM,5262,Rem Sen&Geo Ana Nat Res&Env,19,19,14,5,0,0,0,0,0,0,0
1054,FNRM,5413,Mng For Ecosys:Silvicultre Lab,14,15,13,0,0,1,0,0,0,0,1
1055,FREN,1001,Beginning French I,31,35,6,17,5,1,0,0,1,1,4
1056,FREN,1002,Beginning French II,57,59,19,24,10,1,2,0,0,1,2
1057,FREN,1003,Intermediate French I,92,95,42,26,11,1,11,0,1,0,3
1058,FREN,1004,Intermediate French II,71,73,29,19,9,0,12,0,2,0,2
1059,FREN,1022,Accelerated Beginning French,65,69,25,31,6,2,0,0,0,1,4
1060,FREN,1501,Gateways to French Studies ENG,16,17,7,9,0,0,0,0,0,0,1
1061,FREN,1502,Gateways to French Studies BIL,33,34,17,15,1,0,0,0,0,0,1
1062,FREN,3014,French Phonetics,17,18,11,6,0,0,0,0,0,0,1
1063,FREN,3015,Adv Grammar & Communication,17,20,10,6,0,1,0,0,0,0,3
1064,FREN,3016,Advanced French Comp & Comm,17,21,10,5,0,1,1,0,0,0,4
1065,FREN,3101W,Methods in French Studies,30,34,14,13,2,0,0,0,0,1,4
1066,FREN,3350,Topics in Literature,11,11,10,1,0,0,0,0,0,0,0
1067,FREN,3410,Topics: Quebecois Literature,18,19,11,5,2,0,0,0,0,0,1
1068,FREN,3471,Francophone African Lit & Cult,10,10,8,2,0,0,0,0,0,0,0
1069,FREN,3531,Sociolinguistics of French,12,13,9,3,0,0,0,0,0,0,1
1070,FSCN,1001,Orientation to the Majors,38,38,0,0,0,0,37,0,1,0,0
1071,FSCN,1011,Science of Food & Cooking,139,142,57,33,17,0,31,0,1,0,3
1072,FSCN,1012,Sports Nutrition,95,98,63,19,6,3,3,0,1,0,3
1073,FSCN,1102,"Food:Safety, Risks & Tech",129,134,63,44,11,5,2,0,0,4,5
1074,FSCN,1112,Principles of Nutrition,352,356,251,73,13,5,5,0,0,5,4
1075,FSCN,2002,Cooking on a Student's Budget,82,90,41,20,5,0,16,0,0,0,8
1076,FSCN,2021,Introductory Microbiology,25,29,6,8,7,4,0,0,0,0,4
1077,FSCN,3102,Introduction to Food Science,107,107,22,46,32,7,0,0,0,0,0
1078,FSCN,3612,Life Cycle Nutrition,74,74,62,9,3,0,0,0,0,0,0
1079,FSCN,3614,Nutrition Ed & Counseling,138,140,102,26,6,2,0,0,0,2,2
1080,FSCN,3731,Food Service Oper Mgmt Lab,44,44,43,1,0,0,0,0,0,0,0
1081,FSCN,4112,Food Chem & Funct Foods,44,47,25,16,2,0,0,0,0,1,3
1082,FSCN,4122,Food Fermentations & Biotech,36,37,3,7,20,4,0,0,0,2,1
1083,FSCN,4123,Molecular Bio for Applied Sci,25,25,4,7,11,1,0,0,0,2,0
1084,FSCN,4131,Food Quality,37,38,13,20,2,1,1,0,0,0,1
1085,FSCN,4312W,Food Analysis,24,25,4,13,5,2,0,0,0,0,1
1086,FSCN,4612W,Advanced Human Nutrition,40,40,20,20,0,0,0,0,0,0,0
1087,FSCN,4621,Nutrition and Metabolism,85,85,28,44,13,0,0,0,0,0,0
1088,FSCN,4665,Medical Nutrition Therapy I,55,55,53,2,0,0,0,0,0,0,0
1089,FSCN,5131,Food Quality - Grad,10,10,9,1,0,0,0,0,0,0,0
1090,FSCN,5461,Food Packaging,13,13,11,1,1,0,0,0,0,0,0
1091,FSOS,1101,Intimate Relationships,175,179,53,75,30,8,4,0,0,5,4
1092,FSOS,1211,Fam in Multicultural America,37,43,16,11,8,1,0,0,0,1,6
1093,FSOS,1301,Cash or Credit:You Need toKnow,145,145,107,30,5,1,0,0,0,2,0
1094,FSOS,1461,Presentations at Work,22,23,20,1,0,0,0,0,0,1,1
1095,FSOS,2101,PrepWork w/Families,45,45,33,11,1,0,0,0,0,0,0
1096,FSOS,2103,Family Policy,75,77,62,10,1,0,0,0,0,2,2
1097,FSOS,2105,Family Research,34,35,13,9,10,2,0,0,0,0,1
1098,FSOS,2106,Family Resource Mgmt,46,48,28,7,5,0,4,0,0,2,2
1099,FSOS,2107,Family & Community Engagement,25,25,18,4,3,0,0,0,0,0,0
1100,FSOS,2108,Money Matters in Families,12,13,2,9,1,0,0,0,0,0,1
1101,FSOS,3101,Pers & Fam Finances,85,86,43,23,6,3,7,0,0,3,1
1102,FSOS,3102,Family Systems & Diversity,145,148,90,38,11,1,4,0,0,1,3
1103,FSOS,3105,Tech in Parenting and Family,69,72,33,26,4,2,1,0,0,3,3
1104,FSOS,3426,AlcohDrugs: FamCult,103,104,58,26,10,3,3,0,0,3,1
1105,FSOS,3429,Counsel Skills I,57,58,25,24,5,1,1,0,0,1,1
1106,FSOS,4101,Sex/Gender in Fam,42,44,6,17,10,3,0,0,1,5,2
1107,FSOS,4104,Family Psychology,44,45,19,19,4,0,0,0,0,2,1
1108,FSOS,4107,Trauma and Resilience in Fam,65,67,20,35,10,0,0,0,0,0,2
1109,FSOS,4108,Immigrant & Refugee Families,36,36,25,9,1,1,0,0,0,0,0
1110,FSOS,4109W,Family Theories,49,49,22,17,9,0,0,0,0,1,0
1111,FSOS,4110,Introduction to Family Therapy,75,76,54,13,5,1,1,0,0,1,1
1112,FSOS,4153,Family Financial Counseling,16,16,14,2,0,0,0,0,0,0,0
1113,FSOS,4155,Parent-Child Rel,24,24,9,7,8,0,0,0,0,0,0
1114,FSOS,4296,Field study:  Work With Fam,26,27,0,0,0,0,26,0,0,0,1
1115,FSOS,5902,Family Education Perspectives,18,19,16,2,0,0,0,0,0,0,1
1116,FSOS,5944,Parent Education Curriculum,20,20,16,3,0,1,0,0,0,0,0
1117,FSOS,5945,Teaching/Learning in Parent Ed,19,19,17,1,0,0,0,0,0,1,0
1118,FSOS,8013,Qual Fam Res Meth,12,12,11,1,0,0,0,0,0,0,0
1119,FW,1001,"Orient in Fshrs,Wldlf,ConsBio",76,76,68,7,0,1,0,0,0,0,0
1120,FW,2001W,"Intro to Fish, Wldlf & Con Bio",75,75,33,35,6,0,1,0,0,0,0
1121,FW,4001,Biometry,36,36,11,13,9,1,0,0,0,2,0
1122,FW,4103,Principles of Wildlife Mgmt,39,39,24,14,1,0,0,0,0,0,0
1123,FW,4401,Fish Physiology and Behavior,13,14,6,4,3,0,0,0,0,0,1
1124,FW,5603W,Habitat/Regulation of Wildlife,34,36,18,13,1,1,0,0,0,1,2
1125,GCC,3003,Global Health Solutions,96,96,90,6,0,0,0,0,0,0,0
1126,GCC,3014,Future of Work & Life 21 Cntry,50,54,42,6,2,0,0,0,0,0,4
1127,GCC,3017,"Agronomics, Economics & Hunger",153,159,93,48,9,0,0,0,0,3,6
1128,GCC,3018,What American Dream?,48,52,32,12,2,2,0,0,0,0,4
1129,GCC,3024,How Can We Sustain Humanity?,129,129,102,21,6,0,0,0,0,0,0
1130,GCC,3025,Sust. in the Anthropocene,42,48,22,16,4,0,0,0,0,0,6
1131,GCC,3026,Supporting Diversity in STEM,28,30,28,0,0,0,0,0,0,0,2
1132,GCD,3022,Genetics,214,222,74,75,61,3,0,0,0,1,8
1133,GCD,3033,Principles of Cell Biology,216,224,94,70,42,8,0,0,0,2,8
1134,GCD,4161,Developmental Biology,56,57,17,20,17,1,1,0,0,0,1
1135,GCD,5005,Comp Programming for Biology,24,25,20,1,3,0,0,0,0,0,1
1136,GCD,5036,Molecular Cell Biology,30,30,23,5,2,0,0,0,0,0,0
1137,GCD,6110,Science of Medical Practice,20,20,4,16,0,0,0,0,0,0,0
1138,GCD,8002,Genetic Counseling Intern II,10,10,8,2,0,0,0,0,0,0,0
1139,GCD,8131,Adv Molecular Genetic Genomics,18,18,16,2,0,0,0,0,0,0,0
1140,GCD,8151,Cellular Biochem and Cell Biol,30,30,8,22,0,0,0,0,0,0,0
1141,GCD,8911,Introduction to Genetic Counse,10,10,9,1,0,0,0,0,0,0,0
1142,GDES,1311,Drawing and Design in 2 & 3D,71,73,43,23,3,0,0,0,0,2,2
1143,GDES,1312,Color and Design in 2 and 3D,87,99,27,40,13,2,0,0,0,5,12
1144,GDES,1315,Fdns:  Graphic,42,42,26,13,2,1,0,0,0,0,0
1145,GDES,2342,Web Design,51,51,44,6,0,0,0,0,0,1,0
1146,GDES,2345,Typography,61,63,32,25,1,0,0,0,0,3,2
1147,GDES,2361,Design Process: Photography,41,41,30,8,1,0,0,0,0,2,0
1148,GDES,2399W,Design and its Discontents,41,41,19,21,1,0,0,0,0,0,0
1149,GDES,3311,Illustration,18,20,12,6,0,0,0,0,0,0,2
1150,GDES,3312,Color and Form in Surface Dsgn,40,41,28,10,1,0,0,0,0,1,1
1151,GDES,3351,Text and Image,32,33,22,9,1,0,0,0,0,0,1
1152,GDES,3352,Identity and Symbols,57,58,42,13,2,0,0,0,0,0,1
1153,GDES,3353,Packaging and Display,51,53,29,17,3,2,0,0,0,0,2
1154,GDES,4131W,History of Graphic Dsgn,96,97,62,34,0,0,0,0,0,0,1
1155,GDES,4345,Adv Type,39,40,23,15,1,0,0,0,0,0,1
1156,GDES,4361V,Honors Thesis Studio & Writing,10,10,9,1,0,0,0,0,0,0,0
1157,GDES,4361W,Thesis Studio & Writing,40,41,29,10,0,0,0,0,0,1,1
1158,GDES,4362,Senior Thesis & Exhibition,25,25,20,5,0,0,0,0,0,0,0
1159,GDES,5341,Interactive Design,18,18,15,2,0,1,0,0,0,0,0
1160,GDES,5342,Advanced Web Dsgn,20,20,19,1,0,0,0,0,0,0,0
1161,GEOG,1301W,Our Globalizing World,83,88,49,18,5,6,0,0,0,5,5
1162,GEOG,1403,Biogeography,246,257,102,70,28,8,27,0,7,4,11
1163,GEOG,1425,Intro to Weather and Climate,54,57,8,25,11,5,2,0,0,3,3
1164,GEOG,1502,Mapping Our World,392,396,319,35,7,4,25,0,1,1,4
1165,GEOG,1911,Digital Earth,16,16,10,4,2,0,0,0,0,0,0
1166,GEOG,1913,Living with Innovation,20,20,4,15,1,0,0,0,0,0,0
1167,GEOG,1973,Geography of the Twin Cities,31,33,9,15,6,0,0,0,0,1,2
1168,GEOG,3145,The Islamic World,10,13,1,6,2,0,0,0,0,1,3
1169,GEOG,3331,Geography of the World Economy,45,46,16,24,3,1,1,0,0,0,1
1170,GEOG,3361W,Geography and Public Policy,35,40,22,8,2,0,0,0,0,3,5
1171,GEOG,3371W,"Cities, Citizens & Communities",51,53,16,21,6,0,3,0,0,5,2
1172,GEOG,3379,Env Development in 3rd World,58,62,35,13,3,3,0,0,0,4,4
1173,GEOG,3381W,World Population,45,48,27,12,2,1,2,0,0,1,3
1174,GEOG,3411W,Geog of Health & Health Care,72,72,69,3,0,0,0,0,0,0,0
1175,GEOG,3531,Spatial Analysis,13,14,11,1,0,1,0,0,0,0,1
1176,GEOG,3561,Principles of GIS,45,48,16,17,9,1,0,0,0,2,3
1177,GEOG,3605,Perspectives on Planning,16,16,9,1,4,0,0,0,0,2,0
1178,GEOG,3973,Geography of the Twin Cities,24,26,9,10,3,0,0,0,0,2,2
1179,GEOG,4001,Geographic Inquiry,26,27,10,14,2,0,0,0,0,0,1
1180,GEOG,5588,Advanced Geovisualization,10,11,6,4,0,0,0,0,0,0,1
1181,GER,1001,Beginning German,77,80,38,23,6,1,8,0,0,1,3
1182,GER,1002,Beginning German,34,38,9,14,4,1,5,0,1,0,4
1183,GER,1003,Intermediate German,73,74,36,20,8,1,8,0,0,0,1
1184,GER,1004,Intermediate German,85,86,48,17,6,0,8,0,4,2,1
1185,GER,1022,Beg German Review,41,41,19,17,2,1,2,0,0,0,0
1186,GER,3011W,Conversation & Comp,18,19,10,7,1,0,0,0,0,0,1
1187,GER,3014,German Media,9,10,8,1,0,0,0,0,0,0,1
1188,GER,3104W,Rdg & Anlys Ger Lit,23,23,18,4,1,0,0,0,0,0,0
1189,GER,3520,Topics in Austrian Culture,12,12,11,1,0,0,0,0,0,0,0
1190,GER,3604W,Intro Ger Cinema,24,26,19,2,0,0,3,0,0,0,2
1191,GER,3610,German Lit in Translation,20,22,18,2,0,0,0,0,0,0,2
1192,GER,3641,German Folklore,59,61,29,19,0,0,6,0,0,5,2
1193,GER,3701,Hist of German Lang,15,15,8,5,2,0,0,0,0,0,0
1194,GER,5011,"Adv Comp, Conversation",11,11,10,0,0,0,1,0,0,0,0
1195,GIS,5571,ArcGIS I,23,23,19,4,0,0,0,0,0,0,0
1196,GLOS,1015W,Globalization,51,52,25,23,3,0,0,0,0,0,1
1197,GLOS,3105,Ways of Knowing Global Studies,26,26,24,1,0,0,0,0,0,1,0
1198,GLOS,3144,Knowledge and Power,132,135,61,63,4,0,0,0,0,4,3
1199,GLOS,3231,Geography of the World Economy,23,24,6,8,6,0,2,0,0,1,1
1200,GLOS,3303,Envt Development in 3rd World,14,14,8,3,0,0,0,0,0,3,0
1201,GLOS,3401W,International Human Rights Law,28,29,10,14,3,0,0,0,0,1,1
1202,GLOS,3602,Other Worlds,22,22,17,3,0,0,0,0,0,2,0
1203,GLOS,3613W,The Politics of Eating,20,21,16,3,1,0,0,0,0,0,1
1204,GLOS,3701W,World Population,12,12,5,6,0,0,0,0,0,1,0
1205,GLOS,3900,Topics: Global Studies,14,14,13,0,0,0,0,0,0,1,0
1206,GLOS,3981W,Major Project,10,10,9,0,0,0,0,0,0,1,0
1207,GLOS,4221,Globalize This!,11,14,9,2,0,0,0,0,0,0,3
1208,GRAD,5102,Prep Univ Tchg NN Eng Spkrs,36,38,0,0,0,0,36,0,0,0,2
1209,GRAD,8101,Teaching in Higher Education,70,70,58,3,0,0,9,0,0,0,0
1210,GRAD,8200,Teaching/Learning in Higher Ed,15,15,14,1,0,0,0,0,0,0,0
1211,GSD,3511W,German & Europ Culture to 1700,25,26,16,7,0,1,1,0,0,0,1
1212,GWSS,1006,"Skin, Sex, and Genes",89,92,50,24,8,4,1,0,0,2,3
1213,GWSS,3002W,"Gender, Race, & Class in U.S.",29,29,27,2,0,0,0,0,0,0,0
1214,GWSS,3102V,Hon Feminist Thought & Theory,14,15,11,3,0,0,0,0,0,0,1
1215,GWSS,3102W,Feminist Thought and Theory,66,70,20,27,15,1,0,0,0,3,4
1216,GWSS,3306,Pop Culture Women,63,66,46,6,0,1,8,0,0,2,3
1217,GWSS,4103,Transnational Feminist Theorie,12,12,8,4,0,0,0,0,0,0,0
1218,HEBR,1001,Beginning Hebrew I,17,17,10,3,2,0,1,0,0,1,0
1219,HINF,5430,Fndn Health Informatics I,88,89,73,9,6,0,0,0,0,0,1
1220,HINF,5502,Python Prog Esntls Health Sci,26,28,0,0,0,0,26,0,0,0,2
1221,HIST,1011W,Civilization & the Environment,388,404,224,92,14,8,34,0,6,10,16
1222,HIST,1015W,Globalization,30,30,12,18,0,0,0,0,0,0,0
1223,HIST,1032W,"Europe and the World, II",84,85,40,35,4,1,3,0,0,1,1
1224,HIST,1301W,American Hist to 1865,167,172,77,59,2,0,24,0,0,5,5
1225,HIST,1411W,Family History,126,130,84,36,2,0,4,0,0,0,4
1226,HIST,1435,Comparative Global History,34,36,15,14,4,0,0,0,0,1,2
1227,HIST,1915,Black Death: Plague in History,17,18,12,4,0,0,0,0,0,1,1
1228,HIST,1917,Inequality & American Dream,17,19,6,11,0,0,0,0,0,0,2
1229,HIST,3020,Hands-On History,57,60,33,23,0,0,0,0,0,1,3
1230,HIST,3022,The 1960s: A Decade of Change,14,16,5,8,0,0,0,0,0,1,2
1231,HIST,3051,Ancient Civ: Near East & Egypt,19,23,3,9,4,1,0,0,0,2,4
1232,HIST,3061,Spectacles in Antiquity,22,23,5,15,2,0,0,0,0,0,1
1233,HIST,3067W,Arch. of Prehistoric Europe,33,37,8,14,3,1,3,0,0,4,4
1234,HIST,3101,Intro to Med Hist,36,42,6,20,9,1,0,0,0,0,6
1235,HIST,3211,History of Sexuality in Europe,38,38,18,14,3,0,0,0,0,3,0
1236,HIST,3244,Eastern Europe,44,45,21,17,2,0,2,0,0,2,1
1237,HIST,3245,"Epidemics, Empire, & Envirnmnt",69,69,57,12,0,0,0,0,0,0,0
1238,HIST,3264,Imperial Russia,17,17,5,10,2,0,0,0,0,0,0
1239,HIST,3401W,Early Latin America to 1825,23,24,6,13,4,0,0,0,0,0,1
1240,HIST,3411W,Family History,38,38,28,6,0,0,4,0,0,0,0
1241,HIST,3412,Soccer: Around the World,117,118,84,23,1,0,9,0,0,0,1
1242,HIST,3413,War in History,37,40,16,10,6,0,1,0,0,4,3
1243,HIST,3423,Central American Revolutions,23,23,12,7,1,0,1,0,0,2,0
1244,HIST,3432,Modern Africa,29,30,14,12,3,0,0,0,0,0,1
1245,HIST,3461,Intro to E. Asia I,34,34,22,6,0,0,2,0,1,3,0
1246,HIST,3468,Soc Change in China,17,19,7,9,1,0,0,0,0,0,2
1247,HIST,3504,The Cultures of the Silk Road,17,19,6,9,1,0,0,0,0,1,2
1248,HIST,3505,Modern Middle East,37,38,17,17,3,0,0,0,0,0,1
1249,HIST,3512,Hist of Mod Israel/Palestine,19,20,6,11,1,0,1,0,0,0,1
1250,HIST,3606,"Christians, Muslims, and Jews",40,43,23,11,3,0,3,0,0,0,3
1251,HIST,3613,History of the Crusades,27,28,15,12,0,0,0,0,0,0,1
1252,HIST,3637,Modern Russia,15,16,3,5,7,0,0,0,0,0,1
1253,HIST,3652,Early Modern Britain,31,32,19,11,0,0,0,0,0,1,1
1254,HIST,3811,Jacksonian America,32,33,25,6,0,0,1,0,0,0,1
1255,HIST,3822,Making America Modern,24,30,17,5,1,0,0,0,0,1,6
1256,HIST,3872,Indians since 1830,20,24,7,7,5,0,1,0,0,0,4
1257,HIST,4010W,Research Seminar,30,32,18,11,1,0,0,0,0,0,2
1258,HMED,3001W," Health, Disease, and Healing",41,42,7,30,2,0,1,0,0,1,1
1259,HMED,3075,Technology & Med in Mod Amer,66,71,28,25,7,0,3,0,0,3,5
1260,HMED,4965W,Sr Research in Medical History,19,19,10,8,1,0,0,0,0,0,0
1261,HMNG,1011,Beginning Hmong I,32,33,18,6,5,1,1,0,0,1,1
1262,HMNG,1015,Accelerated Beginning Hmong,22,22,15,6,0,0,1,0,0,0,0
1263,HMNG,3021,Intermediate Hmong I,10,10,6,2,1,0,1,0,0,0,0
1264,HNDI,1011,Beginning Hindi I,18,19,18,0,0,0,0,0,0,0,1
1265,HORT,1001,Plant Propagation,95,99,22,33,23,3,8,0,1,5,4
1266,HORT,1013,Floral Design,35,35,9,10,2,1,7,0,0,6,0
1267,HORT,1015,Woody & Herb Plts,100,106,42,24,22,6,0,0,0,6,6
1268,HORT,1031,Vines and Wines Intro,73,76,23,11,0,0,37,0,2,0,3
1269,HORT,1061,The Sustainable Lawn,16,20,2,6,2,1,2,0,0,3,4
1270,HORT,1901,The Ten Plants that Changed MN,23,24,10,10,2,0,0,0,0,1,1
1271,HORT,2100,Agricultural Biochemistry,47,47,19,15,9,1,0,0,0,3,0
1272,HORT,3480,Topics in Sust Horticulture,16,16,7,4,3,1,1,0,0,0,0
1273,HORT,4061W,Turfgrass Management,11,11,4,4,1,1,0,0,0,1,0
1274,HORT,4096W,Prof Exp Program: Internship,15,15,9,4,2,0,0,0,0,0,0
1275,HORT,4461,Horticultural Marketing,13,13,12,1,0,0,0,0,0,0,0
